source_intersection,dest_intersection,intersection_topology,zone_type,time_of_day,day_of_week,weather_severity,road_friction,elevation_gradient,speed_limit,congestion_raw,traffic_volume_10hr,avg_speed_10hr,accident_occurred
4,29,Roundabout,Commercial,Evening_Rush,Weekday,3.12,0.8,-1.1,30,41.53,"[253, 236, 236, 163, 192, 229, 95, 282, 181, 284]","[30.0, 24.3, 32.0, 30.7, 25.5, 24.9, 32.5, 28.2, 32.2, 15.1]",0
28,16,4-Way,Commercial,Morning_Rush,Weekday,2.21,0.74,1.7,75,43.67,"[254, 171, 248, 285, 336, 203, 223, 245, 201, 298]","[67.1, 68.1, 70.6, 67.1, 63.4, 67.2, 63.2, 68.0, 72.5, 61.6]",0
40,3,4-Way,Residential,Morning_Rush,Weekday,0.0,0.83,-2.8,75,52.39,"[173, 252, 211, 251, 266, 142, 284, 191, 248, 217]","[64.7, 76.0, 69.1, 72.0, 68.3, 70.6, 69.6, 68.8, 73.0, 68.3]",0
4,39,4-Way,Commercial,Morning_Rush,Weekend,3.94,0.72,0.7,75,40.29,"[364, 298, 193, 241, 269, 252, 284, 289, 182, 314]","[65.0, 64.5, 64.5, 71.5, 66.2, 64.2, 65.4, 58.5, 63.3, 61.3]",0
44,31,4-Way,Industrial,Midday,Weekday,6.94,0.7,2.9,60,43.8,"[236, 283, 277, 312, 301, 223, 250, 248, 142, 189]","[53.2, 53.1, 56.6, 56.3, 45.1, 56.6, 54.9, 57.1, 59.3, 53.3]",0
42,31,Highway-Exit,Industrial,Evening_Rush,Weekday,7.72,0.03,4.8,45,85.07,"[724, 511, 505, 642, 563, 626, 799, 639, 621, 513]","[41.6, 40.9, 39.1, 32.4, 29.8, 27.9, 23.8, 17.9, 13.3, 6.0]",1
42,6,T-Junction,Residential,Midday,Weekend,4.22,0.92,4.0,45,42.3,"[218, 235, 207, 262, 345, 325, 262, 288, 213, 323]","[32.7, 45.1, 43.0, 36.7, 39.5, 34.8, 35.0, 32.5, 44.3, 46.5]",0
43,37,Highway-Exit,Commercial,Morning_Rush,Weekend,4.14,0.76,-0.9,75,65.96,"[141, 341, 249, 264, 176, 316, 260, 306, 311, 316]","[64.3, 66.5, 64.4, 72.0, 69.2, 72.8, 73.1, 58.9, 74.3, 72.3]",0
12,31,Roundabout,Commercial,Midday,Weekday,3.79,0.82,-0.7,45,52.92,"[231, 267, 243, 280, 231, 273, 253, 228, 259, 385]","[37.1, 39.3, 37.2, 37.7, 44.6, 44.1, 40.5, 45.6, 44.5, 39.7]",0
25,4,T-Junction,Commercial,Evening_Rush,Weekday,4.86,0.8,11.7,60,54.03,"[173, 291, 258, 251, 226, 287, 267, 238, 188, 303]","[57.0, 55.3, 40.7, 53.8, 52.8, 50.9, 57.8, 57.6, 56.2, 59.2]",0
8,41,Roundabout,Commercial,Midday,Weekday,3.79,0.69,4.7,45,54.46,"[198, 227, 253, 218, 286, 223, 314, 203, 356, 351]","[40.0, 46.2, 38.5, 45.6, 39.6, 34.1, 22.8, 39.2, 41.9, 47.2]",0
3,2,Roundabout,Commercial,Evening_Rush,Weekday,2.37,0.67,-4.6,30,36.92,"[251, 300, 227, 233, 302, 126, 250, 230, 318, 223]","[29.6, 31.6, 19.5, 26.3, 24.8, 31.7, 30.4, 25.8, 21.8, 32.2]",0
38,19,Roundabout,Residential,Midday,Weekday,1.41,0.7,0.5,60,46.38,"[246, 169, 173, 271, 186, 342, 203, 249, 257, 213]","[42.8, 55.0, 50.2, 54.6, 53.4, 55.3, 61.8, 51.3, 51.7, 45.7]",0
30,16,4-Way,Residential,Evening_Rush,Weekday,7.88,0.32,-1.7,45,70.69,"[580, 640, 551, 641, 582, 469, 631, 579, 612, 543]","[43.7, 41.3, 36.5, 36.4, 30.6, 26.1, 20.6, 12.9, 11.4, 7.7]",1
4,15,Highway-Exit,Commercial,Late_Night,Weekend,9.54,0.01,-0.7,45,84.3,"[572, 596, 665, 627, 715, 568, 625, 634, 624, 728]","[46.6, 38.4, 36.8, 33.0, 33.3, 24.3, 19.0, 17.9, 14.0, 8.9]",1
6,10,Roundabout,Commercial,Midday,Weekday,2.37,0.72,-6.1,60,0.0,"[238, 297, 207, 232, 223, 304, 264, 196, 201, 343]","[59.4, 58.2, 54.1, 61.5, 48.5, 57.8, 51.8, 52.8, 57.6, 53.3]",0
27,12,Highway-Exit,Commercial,Midday,Weekday,3.63,0.97,-2.1,45,38.26,"[228, 225, 150, 288, 199, 342, 235, 315, 159, 286]","[45.4, 47.0, 32.9, 37.0, 43.4, 41.2, 42.0, 38.7, 48.3, 53.5]",0
39,17,Roundabout,Commercial,Midday,Weekday,3.88,0.9,9.1,45,62.82,"[255, 272, 252, 314, 291, 196, 219, 199, 384, 281]","[37.5, 37.1, 44.5, 45.0, 44.5, 38.4, 42.0, 41.1, 35.8, 35.9]",0
13,13,T-Junction,Industrial,Evening_Rush,Weekday,4.67,0.88,2.9,75,12.72,"[270, 259, 277, 289, 324, 211, 281, 287, 234, 256]","[66.1, 78.0, 68.0, 69.8, 66.2, 65.1, 61.0, 73.0, 71.3, 66.0]",0
23,33,Roundabout,Commercial,Midday,Weekend,5.57,0.79,-12.5,30,48.0,"[204, 258, 225, 238, 186, 260, 261, 304, 242, 233]","[19.2, 32.5, 31.5, 27.1, 20.4, 20.9, 24.3, 31.8, 28.5, 19.5]",0
41,11,T-Junction,Commercial,Midday,Weekday,3.16,0.95,6.1,60,26.38,"[270, 208, 223, 298, 288, 304, 248, 294, 220, 237]","[52.4, 54.1, 47.6, 52.9, 61.3, 48.5, 47.4, 47.8, 67.3, 56.3]",0
37,21,T-Junction,Commercial,Evening_Rush,Weekday,0.38,0.78,5.4,75,32.62,"[236, 253, 261, 217, 224, 242, 213, 230, 267, 200]","[80.5, 71.3, 61.1, 55.1, 64.1, 70.9, 70.0, 66.9, 64.5, 63.0]",0
4,20,4-Way,Industrial,Midday,Weekday,2.31,0.8,-1.8,45,58.92,"[229, 199, 230, 316, 211, 280, 288, 196, 207, 303]","[35.9, 40.2, 50.7, 45.4, 40.9, 44.7, 40.2, 45.6, 30.3, 39.8]",0
46,25,Roundabout,Residential,Midday,Weekend,3.09,0.82,3.6,60,43.96,"[145, 258, 238, 318, 285, 223, 229, 269, 221, 248]","[60.6, 49.9, 51.8, 52.5, 69.8, 57.0, 59.7, 57.8, 58.2, 56.4]",0
47,41,4-Way,Commercial,Midday,Weekday,0.0,0.87,-4.3,60,0.0,"[268, 177, 267, 244, 277, 246, 288, 296, 104, 228]","[44.7, 55.2, 52.5, 60.8, 55.0, 51.6, 58.7, 52.4, 51.5, 56.0]",0
33,38,T-Junction,Residential,Midday,Weekend,5.78,0.86,-2.4,30,20.47,"[330, 292, 278, 387, 213, 212, 257, 325, 202, 337]","[19.8, 26.4, 27.9, 22.6, 23.9, 31.0, 34.2, 16.4, 27.9, 26.4]",0
27,1,Roundabout,Residential,Midday,Weekday,3.28,0.75,7.5,30,59.51,"[255, 234, 185, 327, 307, 244, 225, 219, 120, 267]","[30.9, 27.7, 26.6, 27.7, 22.7, 24.5, 26.2, 30.5, 33.9, 25.9]",0
46,49,4-Way,Industrial,Midday,Weekday,3.76,0.75,-1.4,60,48.98,"[197, 251, 350, 202, 294, 316, 231, 214, 278, 267]","[57.5, 64.4, 54.8, 48.0, 54.3, 55.2, 60.3, 53.0, 52.0, 47.1]",0
7,48,4-Way,Commercial,Late_Night,Weekday,5.73,0.86,-9.3,30,74.96,"[277, 417, 238, 272, 222, 185, 271, 251, 130, 330]","[29.1, 27.4, 24.9, 29.0, 29.3, 29.0, 32.3, 33.5, 37.0, 22.8]",0
20,15,4-Way,Industrial,Morning_Rush,Weekend,7.66,0.35,-0.3,30,100.0,"[542, 636, 522, 538, 647, 690, 727, 580, 646, 624]","[30.0, 25.7, 22.8, 23.3, 17.7, 13.1, 13.9, 14.2, 3.1, 5.4]",1
23,33,Highway-Exit,Industrial,Midday,Weekend,4.15,0.76,-0.4,45,33.16,"[283, 158, 239, 193, 199, 229, 193, 189, 247, 361]","[44.3, 45.6, 44.5, 37.0, 42.1, 46.0, 44.6, 41.5, 43.1, 52.8]",0
23,10,Roundabout,Industrial,Midday,Weekday,2.78,0.64,6.0,30,90.06,"[291, 234, 246, 197, 367, 330, 254, 359, 281, 228]","[31.5, 29.0, 31.2, 20.2, 22.9, 34.4, 35.5, 34.1, 38.1, 29.9]",0
12,18,T-Junction,Residential,Late_Night,Weekday,2.63,0.78,0.1,30,40.49,"[275, 204, 220, 150, 233, 147, 304, 269, 148, 240]","[36.8, 26.4, 22.0, 18.1, 18.2, 29.7, 24.8, 25.2, 24.9, 26.3]",0
48,29,Roundabout,Residential,Evening_Rush,Weekday,1.46,0.86,-2.1,75,20.75,"[188, 265, 178, 212, 300, 268, 284, 357, 247, 251]","[66.2, 65.3, 62.4, 67.9, 69.3, 69.6, 67.8, 72.1, 67.6, 65.5]",0
14,6,Roundabout,Commercial,Midday,Weekday,6.33,0.98,5.2,45,27.33,"[203, 172, 323, 215, 203, 229, 236, 331, 233, 381]","[40.8, 50.8, 45.0, 42.3, 48.4, 46.1, 43.7, 52.1, 38.0, 35.5]",0
45,26,T-Junction,Residential,Evening_Rush,Weekday,2.25,0.68,0.6,45,0.0,"[216, 337, 322, 223, 132, 239, 199, 225, 197, 169]","[49.9, 37.1, 47.6, 39.4, 34.8, 43.0, 38.5, 39.5, 41.2, 36.4]",0
24,21,T-Junction,Residential,Morning_Rush,Weekend,7.61,0.0,-3.8,60,70.09,"[437, 594, 696, 509, 615, 750, 591, 608, 605, 531]","[58.0, 52.7, 50.1, 45.5, 40.3, 32.6, 30.2, 23.3, 17.5, 5.3]",1
44,16,Highway-Exit,Residential,Evening_Rush,Weekend,6.12,0.17,5.8,30,85.0,"[518, 447, 662, 609, 492, 630, 457, 495, 528, 654]","[32.8, 26.2, 27.3, 22.1, 19.8, 16.5, 13.6, 12.2, 10.1, 4.2]",1
27,14,Roundabout,Commercial,Morning_Rush,Weekday,5.36,0.94,1.0,75,19.69,"[240, 333, 258, 264, 308, 224, 248, 290, 311, 131]","[63.8, 62.5, 66.9, 62.9, 70.8, 68.4, 71.9, 72.3, 70.9, 65.8]",0
38,8,4-Way,Residential,Midday,Weekday,5.1,0.8,0.0,75,35.44,"[255, 226, 181, 297, 245, 174, 276, 238, 147, 181]","[64.0, 68.6, 71.4, 71.3, 70.5, 67.3, 76.1, 71.0, 68.6, 70.3]",0
7,11,Roundabout,Industrial,Midday,Weekend,3.19,0.71,0.9,45,41.91,"[230, 247, 145, 230, 337, 257, 255, 299, 267, 210]","[40.6, 34.8, 41.4, 36.3, 45.1, 37.9, 36.4, 39.9, 42.3, 34.5]",0
30,7,Roundabout,Commercial,Late_Night,Weekend,2.55,0.86,-5.4,30,20.79,"[223, 255, 316, 123, 280, 230, 225, 215, 231, 281]","[24.3, 35.3, 30.1, 28.0, 26.2, 32.9, 33.7, 21.2, 23.5, 30.2]",0
6,1,4-Way,Industrial,Morning_Rush,Weekday,7.66,0.35,-2.6,75,79.38,"[693, 569, 525, 607, 747, 604, 473, 610, 678, 589]","[77.5, 70.1, 61.5, 55.1, 44.6, 44.1, 34.3, 27.5, 20.6, 15.9]",1
46,48,T-Junction,Residential,Late_Night,Weekday,7.58,0.68,0.0,60,35.79,"[193, 200, 247, 218, 266, 220, 329, 284, 284, 219]","[66.0, 51.8, 50.4, 57.5, 55.0, 49.9, 65.0, 58.9, 54.0, 66.0]",0
38,47,4-Way,Industrial,Midday,Weekday,0.0,0.71,-1.0,30,33.58,"[290, 249, 364, 282, 280, 230, 252, 229, 321, 169]","[33.8, 22.6, 26.7, 25.5, 24.4, 30.4, 27.0, 23.7, 27.8, 23.5]",0
16,15,4-Way,Commercial,Midday,Weekday,4.56,0.97,6.4,30,32.23,"[223, 175, 227, 274, 251, 340, 380, 226, 208, 306]","[28.7, 32.7, 29.0, 26.0, 26.1, 29.2, 25.9, 33.1, 20.5, 33.1]",0
49,2,Roundabout,Commercial,Midday,Weekday,1.18,0.84,1.1,30,44.45,"[156, 257, 233, 174, 146, 195, 252, 219, 197, 317]","[20.8, 30.4, 22.6, 21.4, 24.0, 30.1, 20.1, 28.4, 22.2, 23.1]",0
34,47,4-Way,Industrial,Morning_Rush,Weekday,2.96,0.81,4.3,75,68.59,"[270, 358, 204, 285, 234, 226, 303, 207, 192, 273]","[75.5, 71.2, 60.5, 64.4, 72.4, 75.4, 68.6, 64.6, 75.7, 67.1]",0
21,30,T-Junction,Commercial,Midday,Weekday,2.5,0.78,0.0,45,33.94,"[219, 211, 190, 391, 321, 217, 336, 276, 273, 214]","[37.9, 40.3, 30.7, 38.1, 40.5, 47.0, 37.4, 44.6, 30.2, 46.3]",0
6,42,Roundabout,Industrial,Morning_Rush,Weekday,2.14,0.83,5.3,45,43.41,"[204, 256, 270, 260, 244, 187, 205, 299, 220, 244]","[33.0, 44.8, 33.9, 45.1, 35.2, 45.6, 40.6, 37.7, 48.5, 40.2]",0
9,25,4-Way,Commercial,Morning_Rush,Weekday,5.36,0.49,2.0,60,100.0,"[563, 690, 451, 347, 715, 516, 686, 604, 483, 660]","[59.2, 52.5, 47.2, 40.5, 39.5, 31.5, 27.9, 22.3, 15.5, 9.0]",1
27,40,Highway-Exit,Residential,Late_Night,Weekday,9.61,0.18,0.1,75,91.46,"[853, 595, 782, 716, 567, 618, 615, 784, 682, 519]","[75.7, 69.9, 59.3, 56.0, 51.0, 40.0, 33.6, 30.7, 21.0, 13.0]",1
38,45,4-Way,Commercial,Evening_Rush,Weekend,5.06,0.81,-0.1,30,27.71,"[294, 278, 254, 306, 309, 245, 348, 329, 150, 198]","[15.7, 25.4, 20.9, 22.9, 32.5, 18.2, 27.6, 27.6, 26.6, 27.7]",0
42,1,T-Junction,Residential,Midday,Weekend,0.0,0.89,-4.8,60,41.93,"[138, 209, 327, 190, 333, 179, 173, 202, 306, 222]","[55.7, 54.4, 53.7, 60.4, 57.9, 48.3, 52.6, 62.7, 55.6, 46.5]",0
28,29,T-Junction,Commercial,Morning_Rush,Weekday,4.08,0.8,2.5,60,50.95,"[178, 294, 285, 203, 287, 329, 322, 330, 277, 241]","[52.0, 53.9, 49.6, 52.2, 60.4, 46.0, 46.3, 58.2, 52.2, 44.4]",0
34,12,4-Way,Commercial,Midday,Weekday,2.35,0.7,-0.2,45,17.43,"[246, 239, 228, 284, 183, 250, 239, 251, 163, 223]","[40.6, 43.2, 49.7, 44.5, 42.8, 46.9, 39.0, 48.3, 46.1, 38.3]",0
21,36,4-Way,Commercial,Late_Night,Weekend,0.66,0.74,-2.5,30,65.27,"[346, 272, 359, 265, 221, 211, 232, 221, 313, 248]","[18.9, 28.1, 27.6, 24.7, 28.3, 26.8, 30.2, 29.9, 28.8, 20.5]",0
8,13,Roundabout,Commercial,Evening_Rush,Weekday,3.4,0.6,5.5,30,68.63,"[355, 172, 243, 195, 269, 256, 241, 325, 305, 233]","[31.0, 34.8, 32.5, 26.3, 19.0, 28.6, 30.3, 23.2, 27.1, 26.6]",0
35,0,Highway-Exit,Industrial,Midday,Weekday,0.0,1.0,-6.3,75,25.54,"[319, 342, 308, 245, 307, 282, 246, 354, 213, 280]","[71.7, 66.1, 70.3, 72.2, 68.7, 69.9, 68.0, 71.5, 66.4, 65.9]",0
7,31,4-Way,Industrial,Midday,Weekday,3.08,0.89,-2.1,75,43.87,"[251, 309, 162, 204, 363, 263, 229, 289, 210, 144]","[69.3, 63.8, 68.0, 69.1, 68.2, 59.0, 67.6, 69.7, 60.5, 59.9]",0
29,5,Roundabout,Commercial,Morning_Rush,Weekday,0.15,0.72,5.1,75,52.85,"[196, 287, 150, 291, 269, 237, 175, 210, 289, 312]","[62.3, 73.2, 70.9, 67.5, 63.8, 64.6, 76.6, 68.4, 74.1, 68.7]",0
29,21,Roundabout,Residential,Late_Night,Weekday,3.92,0.77,1.6,60,29.09,"[227, 279, 357, 217, 295, 259, 177, 176, 227, 267]","[58.4, 46.1, 57.3, 53.4, 54.0, 56.9, 62.7, 55.5, 47.2, 53.1]",0
30,10,T-Junction,Commercial,Midday,Weekend,4.32,0.45,-0.2,30,93.22,"[685, 688, 666, 548, 463, 658, 478, 669, 669, 553]","[29.8, 27.7, 23.4, 19.2, 19.3, 16.8, 16.7, 9.8, 10.8, 3.7]",1
21,48,4-Way,Residential,Late_Night,Weekday,7.27,0.24,1.3,45,100.0,"[465, 569, 505, 464, 794, 554, 831, 500, 429, 729]","[43.5, 41.3, 34.3, 32.9, 26.3, 24.9, 20.1, 17.5, 14.3, 9.5]",1
43,22,T-Junction,Industrial,Midday,Weekday,3.59,0.66,0.9,60,10.64,"[272, 244, 228, 273, 244, 246, 269, 198, 321, 237]","[54.6, 53.8, 57.3, 55.7, 53.8, 61.2, 38.0, 60.2, 58.6, 44.8]",0
30,13,Highway-Exit,Industrial,Late_Night,Weekend,4.31,0.33,-7.6,60,76.82,"[692, 705, 656, 444, 668, 700, 542, 644, 564, 688]","[59.4, 53.5, 49.3, 41.3, 38.4, 34.1, 29.7, 23.2, 14.5, 14.7]",1
39,13,Roundabout,Commercial,Late_Night,Weekday,2.88,0.79,-1.7,45,18.0,"[321, 255, 212, 223, 239, 263, 234, 207, 301, 262]","[35.2, 42.0, 41.3, 36.9, 46.5, 41.2, 39.4, 40.1, 42.7, 40.1]",0
46,19,Roundabout,Residential,Evening_Rush,Weekday,8.01,0.3,8.1,45,79.49,"[591, 706, 458, 474, 677, 841, 687, 786, 556, 536]","[45.9, 42.9, 34.4, 32.6, 28.9, 23.6, 19.9, 18.7, 13.9, 10.6]",1
27,6,4-Way,Commercial,Late_Night,Weekday,8.06,0.4,-3.3,75,78.83,"[633, 512, 642, 504, 568, 496, 538, 609, 554, 511]","[77.3, 68.1, 60.6, 52.8, 44.6, 41.2, 32.2, 29.8, 21.7, 18.1]",1
45,18,T-Junction,Industrial,Midday,Weekday,6.53,0.62,-1.6,45,36.77,"[261, 213, 155, 290, 185, 229, 333, 280, 269, 297]","[45.0, 48.4, 37.5, 38.6, 35.9, 40.3, 39.8, 31.7, 37.2, 47.7]",0
4,25,Highway-Exit,Commercial,Evening_Rush,Weekday,8.58,0.77,-2.7,45,67.45,"[262, 285, 243, 155, 243, 302, 190, 287, 164, 251]","[43.2, 38.9, 52.9, 38.0, 37.6, 41.5, 36.7, 33.3, 35.0, 44.3]",0
16,21,Roundabout,Residential,Evening_Rush,Weekday,3.18,0.7,-0.4,45,49.93,"[234, 335, 227, 285, 275, 227, 206, 163, 277, 309]","[32.6, 38.6, 37.2, 43.3, 38.9, 47.1, 38.6, 34.3, 38.2, 38.7]",0
10,5,Highway-Exit,Residential,Midday,Weekday,4.58,0.81,-2.9,45,18.41,"[276, 231, 272, 210, 235, 210, 207, 313, 214, 232]","[45.7, 44.3, 48.7, 42.9, 37.5, 50.8, 43.4, 39.7, 40.8, 41.4]",0
21,12,Roundabout,Residential,Midday,Weekday,0.0,0.94,2.4,75,19.7,"[238, 181, 331, 248, 259, 353, 215, 282, 210, 266]","[68.5, 71.5, 73.5, 64.6, 74.6, 74.9, 66.3, 67.5, 65.0, 66.0]",0
46,9,T-Junction,Commercial,Evening_Rush,Weekday,6.01,0.63,1.0,60,28.01,"[189, 288, 147, 215, 247, 314, 222, 271, 245, 297]","[55.9, 58.2, 51.2, 48.9, 55.8, 51.6, 54.2, 55.6, 60.2, 57.9]",0
24,18,Roundabout,Industrial,Morning_Rush,Weekday,4.55,0.72,3.9,30,47.89,"[215, 192, 335, 170, 227, 282, 331, 240, 251, 206]","[27.6, 21.2, 23.2, 30.8, 24.8, 31.6, 26.2, 20.2, 32.8, 20.4]",0
12,30,T-Junction,Commercial,Midday,Weekday,6.08,0.74,-5.3,30,86.05,"[539, 580, 700, 547, 507, 616, 578, 553, 621, 479]","[26.6, 31.6, 24.9, 22.3, 17.8, 18.5, 12.9, 5.8, 7.5, 5.4]",1
35,9,T-Junction,Residential,Late_Night,Weekday,2.49,0.14,-1.7,60,90.98,"[582, 580, 535, 525, 570, 435, 404, 609, 611, 687]","[59.5, 52.3, 45.5, 42.2, 39.5, 36.2, 28.1, 20.2, 15.6, 10.3]",1
44,36,Roundabout,Commercial,Late_Night,Weekday,2.49,0.87,-1.1,30,16.66,"[229, 306, 309, 241, 259, 210, 164, 339, 133, 158]","[36.0, 27.1, 21.4, 30.4, 30.9, 20.3, 24.3, 31.4, 22.9, 28.4]",0
44,12,Roundabout,Commercial,Midday,Weekend,2.08,0.78,2.3,30,45.63,"[321, 130, 232, 263, 160, 223, 302, 214, 175, 306]","[29.2, 26.7, 26.5, 32.1, 28.5, 30.2, 23.5, 17.4, 30.1, 32.5]",0
10,16,4-Way,Residential,Evening_Rush,Weekday,3.95,0.84,-4.0,60,36.36,"[238, 294, 233, 245, 337, 235, 232, 156, 284, 214]","[54.7, 52.4, 51.8, 53.4, 53.8, 59.9, 61.6, 57.3, 60.4, 58.3]",0
4,4,Roundabout,Commercial,Midday,Weekday,0.87,0.74,4.6,30,83.14,"[274, 322, 184, 215, 208, 234, 284, 194, 275, 220]","[25.3, 28.0, 35.4, 23.4, 26.6, 21.6, 23.4, 21.6, 28.2, 29.1]",0
13,20,Highway-Exit,Commercial,Evening_Rush,Weekend,5.76,0.18,5.9,30,83.91,"[668, 524, 650, 611, 594, 475, 615, 618, 610, 640]","[31.4, 25.1, 24.2, 23.0, 18.8, 18.6, 14.2, 7.4, 10.3, 5.8]",1
21,38,Highway-Exit,Commercial,Midday,Weekday,0.89,0.88,-4.9,60,76.29,"[161, 237, 186, 287, 248, 203, 290, 272, 238, 187]","[49.8, 49.7, 57.7, 45.6, 53.8, 52.7, 59.2, 55.2, 56.7, 51.4]",0
2,19,4-Way,Commercial,Midday,Weekday,0.9,0.73,-2.5,30,16.59,"[188, 233, 288, 288, 228, 206, 197, 243, 256, 323]","[27.6, 30.1, 23.1, 27.2, 27.7, 26.3, 26.9, 27.6, 29.4, 32.8]",0
49,6,T-Junction,Residential,Midday,Weekend,1.18,0.88,-2.7,45,8.54,"[136, 305, 164, 265, 367, 247, 259, 234, 283, 268]","[37.1, 39.9, 34.9, 39.9, 38.4, 41.2, 37.0, 39.4, 40.5, 40.9]",0
34,14,Roundabout,Industrial,Midday,Weekend,4.52,0.81,13.2,60,17.6,"[263, 241, 210, 254, 241, 301, 307, 181, 280, 290]","[47.3, 56.9, 58.5, 49.3, 52.8, 54.9, 56.9, 49.1, 59.8, 43.9]",0
31,14,T-Junction,Commercial,Morning_Rush,Weekday,1.77,0.9,-2.1,75,63.78,"[316, 277, 218, 293, 197, 255, 261, 261, 208, 225]","[68.1, 63.9, 68.9, 64.4, 72.5, 75.3, 66.0, 72.1, 66.4, 62.8]",0
37,22,Highway-Exit,Commercial,Midday,Weekday,7.25,0.62,8.4,30,86.52,"[557, 608, 421, 662, 608, 700, 660, 611, 564, 752]","[34.3, 26.7, 26.8, 20.6, 18.2, 15.9, 15.4, 9.2, 11.8, 7.9]",1
39,32,Roundabout,Commercial,Late_Night,Weekday,1.79,0.84,-6.3,75,24.36,"[283, 235, 291, 104, 272, 258, 155, 270, 279, 157]","[61.6, 77.8, 66.6, 72.4, 73.1, 69.5, 72.6, 56.9, 66.3, 52.1]",0
23,43,4-Way,Commercial,Midday,Weekend,2.94,0.8,-4.9,30,30.79,"[162, 222, 216, 252, 248, 256, 258, 266, 202, 213]","[26.8, 26.9, 21.6, 32.4, 30.6, 22.7, 26.0, 37.0, 27.8, 29.0]",0
27,1,Roundabout,Residential,Midday,Weekday,0.64,0.79,-3.4,45,16.62,"[219, 234, 325, 255, 246, 250, 377, 251, 208, 217]","[44.4, 33.4, 42.8, 36.9, 31.2, 35.6, 40.6, 47.5, 45.1, 39.0]",0
20,49,4-Way,Residential,Late_Night,Weekday,8.2,0.08,-4.2,60,61.75,"[697, 564, 453, 602, 449, 679, 680, 512, 614, 613]","[61.7, 52.2, 50.5, 41.4, 40.2, 35.5, 26.7, 25.1, 14.2, 14.2]",1
48,31,4-Way,Commercial,Late_Night,Weekend,4.58,0.5,-1.3,75,82.63,"[743, 634, 580, 631, 539, 862, 541, 731, 525, 759]","[79.0, 69.1, 62.2, 53.1, 46.2, 42.3, 37.9, 27.2, 26.1, 13.8]",1
32,14,Highway-Exit,Commercial,Evening_Rush,Weekday,1.28,0.68,-3.5,60,44.46,"[261, 261, 244, 147, 219, 259, 245, 281, 287, 237]","[49.2, 61.7, 47.2, 51.0, 49.8, 57.7, 60.6, 53.1, 55.1, 56.1]",0
27,6,Roundabout,Commercial,Morning_Rush,Weekend,2.35,0.94,-4.1,75,40.21,"[340, 161, 287, 268, 231, 266, 287, 279, 357, 256]","[67.6, 66.6, 70.3, 67.3, 67.6, 67.6, 66.8, 64.5, 69.6, 66.1]",0
38,8,Roundabout,Industrial,Morning_Rush,Weekday,2.27,0.61,5.8,30,12.0,"[280, 255, 230, 328, 244, 281, 215, 148, 221, 143]","[25.8, 34.3, 22.5, 16.5, 34.5, 24.6, 26.9, 30.9, 29.6, 30.8]",0
49,27,Roundabout,Industrial,Evening_Rush,Weekday,2.16,0.73,6.1,45,72.8,"[295, 162, 179, 308, 210, 216, 186, 229, 232, 203]","[35.2, 42.1, 36.5, 37.5, 29.6, 50.2, 45.2, 38.0, 36.0, 40.6]",0
35,21,Highway-Exit,Commercial,Evening_Rush,Weekday,5.67,0.19,4.7,75,74.85,"[598, 472, 344, 547, 443, 617, 617, 502, 546, 776]","[76.6, 67.4, 66.3, 52.6, 46.7, 41.4, 31.9, 31.9, 22.0, 13.4]",1
9,2,Highway-Exit,Commercial,Morning_Rush,Weekend,4.9,0.84,2.6,75,50.67,"[272, 257, 234, 189, 178, 359, 182, 334, 207, 289]","[69.8, 70.8, 71.2, 59.4, 64.1, 60.7, 68.4, 60.9, 57.6, 66.3]",0
36,41,Roundabout,Industrial,Midday,Weekday,2.39,0.96,0.5,45,10.91,"[139, 262, 187, 207, 135, 332, 176, 231, 160, 208]","[49.3, 42.0, 36.9, 40.3, 37.7, 40.0, 44.2, 38.8, 41.6, 41.7]",0
39,1,Roundabout,Industrial,Midday,Weekday,0.53,0.61,-2.5,45,36.19,"[233, 213, 223, 284, 289, 193, 236, 212, 289, 226]","[51.5, 41.6, 46.4, 35.4, 40.6, 43.6, 35.3, 40.6, 45.8, 38.9]",0
24,21,Roundabout,Commercial,Midday,Weekday,5.55,0.75,-4.8,45,45.83,"[207, 340, 191, 257, 214, 203, 287, 239, 270, 137]","[43.0, 36.9, 31.1, 49.9, 43.5, 41.6, 46.7, 41.7, 36.5, 39.6]",0
44,24,T-Junction,Commercial,Evening_Rush,Weekend,2.81,0.59,1.8,45,46.54,"[216, 224, 187, 201, 294, 266, 224, 198, 229, 165]","[41.1, 45.2, 52.3, 35.0, 45.0, 37.0, 34.9, 34.9, 41.2, 35.8]",0
16,24,Roundabout,Commercial,Evening_Rush,Weekend,6.46,0.8,-5.9,45,43.09,"[219, 227, 213, 209, 128, 254, 253, 210, 268, 319]","[40.6, 47.2, 51.7, 53.2, 34.6, 34.6, 38.3, 41.1, 48.4, 43.6]",0
3,31,4-Way,Residential,Midday,Weekday,0.0,0.83,-5.0,60,49.89,"[189, 219, 247, 175, 250, 190, 167, 202, 270, 270]","[54.5, 59.0, 58.4, 55.0, 54.3, 54.6, 53.3, 43.1, 59.7, 56.0]",0
9,43,T-Junction,Commercial,Late_Night,Weekday,3.39,0.96,5.8,30,17.39,"[189, 321, 220, 244, 301, 261, 316, 232, 334, 211]","[33.6, 15.7, 21.5, 28.5, 25.0, 26.6, 27.2, 21.0, 21.4, 28.2]",0
